TwitchToolkit - Log - Sunday, October 3, 2021
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
Purchase itsgraavi: !buy removetrait psychicallysensitive @ 4:39 AM
itsgraavi's karma went from 500 to 500
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
Purchase itsgraavi: !buy trait tough @ 4:42 AM
itsgraavi's karma went from 500 to 500
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
Purchase itsgraavi: !buy banner 1 @ 4:47 AM
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
itsgraavi's karma went from 500 to 500
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
Purchase itsgraavi: !buy banner 1 @ 4:48 AM
itsgraavi's karma went from 500 to 500
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
itsgraavi's karma went from 500 to 500
Purchase itsgraavi: !buy wildman 4 @ 4:52 AM
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 5 coins, total 50
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
itsgraavi's karma went from 500 to 441
Purchase itsgraavi: !buy drythunderstorm @ 4:56 AM
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.41 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.41 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.41 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.41 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.41 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.41 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.41 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.41 coins, total 45
lacyluxxx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
itsgraavi's karma went from 441 to 461
Purchase itsgraavi: !buy animaltame @ 5:05 AM
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
icewizerds gets 10 * 1 coins, total 10
itsgraavi gets 10 * 4.61 coins, total 47
lacyluxxx gets 10 * 1 coins, total 10
saltymaudbeepboop gets 10 * 1 coins, total 10
shanuala gets 10 * 1 coins, total 10
stygian_styx gets 10 * 1 coins, total 10
puuhapetenkissa gets 10 * 1 coins, total 10
